id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
7195,Butchers Tenderloin Stewed Corn,,2,2,1900,1900,0.2,0.2
7196,Broiled live 60,,1,1,1900,1900,0.0,0.0
7197,Calves Brains on Toast Mushroom Sce,,1,1,1900,1900,0.0,0.0
7198,"Bacon, Sauerkraut or Cabbage",,1,1,1900,1900,0.15,0.15
7199,Patties 40 60,,1,1,1900,1900,0.0,0.0
7200,Boiled Mutton Caper Sauce,,7,7,1900,1917,0.15,0.4
7201,Neufchatel 15,,1,1,1900,1900,0.0,0.0
7203,Roast Loin of Pork-Apple Sauce,,1,1,1900,1900,0.0,0.0
7204,Usher's Glenlivet,,14,15,1900,1914,0.15,2.0
7205,"Glenlivet, Three Still",,3,3,1900,1900,2.0,2.0
7207,Cold Corn Starch,,6,6,1900,1906,0.05,0.1
7208,Dewar's,,23,23,1900,1914,0.15,2.0
7209,Corn'd Beef & Cabbage,,2,2,1900,1900,0.15,0.15
7210,Canned Cherries,,26,26,1898,1916,0.1,0.3
7211,Pork & Beans,,21,21,1899,1900,0.1,10.0
7212,Canned Pears,,62,62,1889,1958,0.05,0.5
7213,L.I. Cabbaage or Sauerkraut,,1,1,1900,1900,0.05,0.05
7214,Canned Peaches,,74,74,1882,1958,0.05,25.0
7215,Russian Turnips,,10,10,1900,1930,0.05,0.15
7216,Stewed Apricots,,113,117,1899,1973,0.0,0.75
7217,Home Made Crullers,,7,7,1906,1917,0.05,0.15
7218,Jelly Patty,,3,3,1906,1906,0.1,0.1
7220,"Belverness, very old",,2,2,1900,1900,4.0,4.0
7221,Tapioca,,17,18,1892,1917,0.0,25.0
7222,Apple Tapioca,,6,6,1900,1901,0.05,0.1
7224,Star,,8,8,1901,1915,0.1,0.15
7226,Jameson's Irish Whiskey,,14,14,1900,1959,0.0,0.0
7227,"Potatoes, fried or baked",,2,2,1901,1901,0.1,0.1
7228,Apple Cobbler,,7,8,1900,1953,0.05,0.15
7232,Monmouth Apple Jack,,5,5,1900,1900,1.5,1.5
7234,Baked or Boiled Apple Dumplings,,1,1,1900,1900,0.0,0.0
7235,Bowl of Custard,,11,11,1892,1906,0.0,0.0
7236,Home Made Pie Per Cut,,1,1,1900,1900,0.1,0.1
7241,London Dry Gin,,9,9,1900,1950,0.15,2.0
7244,"Plymouth Gin, Coates'",,5,5,1900,1900,2.0,2.0
7245,"Old Tom Gin, Burnet's",,5,5,1900,1900,0.0,0.0
7246,Ox Tail,,9,9,1893,1906,0.0,0.4
7247,Extra Sirloin Steak with Onions,,37,37,1892,1914,0.9,110.0
7250,"Renault Brandy, 50 years old",,5,5,1900,1900,6.0,6.0
7252,Extra Sirloin Steak with Mushr'ms,,2,2,1906,1906,1.6,1.6
7256,Tenderloin Steak with Mushrooms,,205,217,1884,1939,0.0,85.0
7257,"Old Hennessy, Three Star",,4,4,1900,1900,3.0,3.0
7258,Roast Prime Rib Beef,,4,4,1900,1900,0.0,0.0
7260,Chateaubriand Bearnaise sauce,,2,2,1906,1906,1.75,1.75
7263,"Broiled Squab on toast, Currant Jelly",,3,3,1900,1906,0.65,0.65
7265,""" Mutton",,1,1,1900,1900,0.4,0.4
7269,Old Jordan,,11,11,1900,1940,0.15,2.0
7270,Fried Spring Chicken Maryland,,3,3,1906,1940,0.0,0.0
7272,Old Pepper,,20,21,1896,1914,0.15,2.0
7274,Chicken hashed on toast,,5,5,1900,1906,0.5,0.7
7275,Hunter's Baltimore Rye,,5,5,1900,1900,1.5,1.5
7283,"Clos de Vougeot, F. Chauvenet",,2,2,1900,1900,2.0,4.0
7284,Ham or Bacon with eggs,,3,5,1901,1940,0.4,0.6
7287,"Baked Green Smelts, Bordelaise",,2,2,1906,1906,0.0,0.0
7288,Pommes Hollandaise,,26,26,1885,1913,,
7289,Conntry Sausages,,2,2,1906,1906,0.3,0.3
7290,Rhubarb tart,,26,26,1899,1917,0.05,0.15
7291,Roast Prime Ribs of Beef au jus,,88,96,1900,2012,0.0,12.95
7292,"Nuits, 1878, F. Chauvenet",,3,3,1900,1900,1.5,3.0
7293,"Cream of Artichokes, Jerusalem",,2,2,1906,1906,0.0,0.0
7294,"Assort. Cold Meat, Wanamaker Salad",,2,2,1906,1906,0.5,0.5
7295,French Pot-au-feu,,2,2,1906,1906,0.0,0.0
7296,Santa Claus Ice Cream,,2,2,1906,1906,0.0,0.0
7297,Gelee Macedoine,,10,10,1880,1919,0.2,0.25
7299,"Chablis, White, D.V. & Co",,1,1,1900,1900,1.0,2.0
7300,Boiled Kennebec Salmon a la Normandie,,2,2,1906,1906,0.0,0.0
7302,"Mashed, Baked or Boiled Potatoes",,1,1,1906,1906,0.0,0.0
7303,Broma pot,,1,1,1900,1900,0.35,0.35
7304,Fromage de Roquefort,,15,16,1894,1917,0.45,0.45
7305,Cocoa pot,,5,5,1900,1943,0.15,0.35
7306,Omelette soufflee a la vanille,,5,5,1892,1901,0.5,0.6
7307,Chocolate pot,,5,5,1900,1943,0.2,0.35
7308,Coffee pot with cream,,3,3,1900,1937,0.0,0.0
7309,Omelette souffle au chocolate,,1,1,1901,1901,0.6,0.6
7310,Sorbet au marasquin,,16,16,1896,1918,0.3,0.4
7311,Cofee pot,,1,1,1900,1900,0.25,0.25
7312,"Macon, D.V. & Co",,2,2,1900,1900,0.75,1.5
7313,"Oysters, a la poulette",,19,19,1891,1913,0.4,0.75
7314,Fancy Cakes,,269,271,1880,1959,0.15,25.0
7315,Fresh Mackeral Maitre d'Hotel,,1,1,1900,1900,0.3,0.5
7317,Omelette au confiture,,36,37,1892,1971,0.0,1.25
7320,"Potatoes, stewed in cream",,67,67,1892,1925,0.05,15.0
7321,"Tea, pot with cream",,7,7,1900,1949,0.0,30.0
7322,"Finnan Haddie, melted butter",,4,4,1900,1900,0.0,0.0
7323,"Milk, glass",,56,59,1900,1951,0.05,10.0
7324,Salt Codfish in cream,,28,28,1899,1944,0.0,25.0
7325,"Cream, glass",,29,31,1900,1939,0.1,0.35
7326,Salt Mackeral,,5,5,1900,1913,0.25,0.45
7327,French pancake and jelly,,5,5,1900,1901,0.0,0.0
7328,Niersteiner. Henkel & Co.,,1,1,1900,1900,0.75,1.5
7329,Yarmouth Bloater,,22,22,1896,1933,0.0,0.6
7330,"Kieler Sprotten, Ruebreier",,2,2,1901,1901,0.45,0.45
7331,Epicure torte,,7,7,1900,1901,0.1,10.0
7332,Strawberry shortcake,,245,258,1888,1987,0.0,30.0
7333,"Marcobrunner, Henkel & Co.",,2,2,1900,1900,1.5,3.0
7334,"Smoked Nova Scotia Salmon, Cucumbers",,2,2,1901,1901,0.0,0.0
7335,Panfish,,63,65,1881,1940,0.2,0.6
7336,"Westphalian ham, Asparagus",,2,2,1901,1901,0.6,0.6
7337,"Schloss Johannisberger, P.A. Mumm",,1,1,1900,1900,0.0,0.0
7338,Schweinsrippchen in Gelee a la Terrace,,1,1,1901,1901,0.0,0.0
7339,"Veal, Tomato Sauce",,1,1,1895,1895,0.0,0.0
7340,Fresh Codfish,,44,45,1,1917,0.25,0.65
7342,Red currant jelly,,62,65,1892,1969,0.0,0.35
7343,Chicken Croquettes a la Reine or financiere,,2,2,1901,1901,0.0,0.0
7344,Chicken Pot Pie,,43,43,1889,1962,0.2,2.0
7345,Frizzled Beef with cream,,41,41,1897,1940,0.25,0.5
7346,"Calf's Brains breaded, Tomato Sauce",,6,6,1900,1901,0.3,25.0
7347,Broiled or Fried Pig's Feet,,8,8,1900,1907,0.3,0.5
7348,Peaches (preserved),,3,3,1901,1901,0.2,0.2
7349,Cream of lettuce,,18,18,1900,1933,0.1,0.5
7350,Calf's Brains with Brown Butter,,5,5,1900,1913,0.35,0.75
7351,"Sparkling Moselle, C.l. Son",,1,1,1900,1900,0.0,0.0
7352,"Apricots, preserved",,1,1,1901,1901,0.2,0.2
7353,"Pickled Salmon, Cumberland Sauce",,2,2,1901,1901,0.0,0.0
7354,Cervelatwurst Sausage,,2,2,1901,1901,0.0,0.0
7355,"Vienna Crescents, each",,4,4,1900,1900,0.05,0.05
7356,"Liebfraumilch, Henkel & Co.",,2,2,1900,1900,1.0,2.0
7357,"Milk Rolls, each",,4,4,1900,1900,0.05,0.05
7358,New Matjes Herring with New Potatoes,,2,2,1901,1901,0.0,0.0
7359,Indian cakes,,44,44,1889,1913,0.1,20.0
7360,"Home Made Sulze, Sauce Vinaigrette",,1,1,1901,1901,0.35,0.35
7361,"Cold Veal Cutlet, Mixed Salad",,2,2,1901,1901,0.45,0.45
7362,Bananas and cream,,57,62,1892,1947,0.0,10.0
7363,Raspberry jam,,150,153,1887,1970,0.0,15.0
7364,Pig's Knuckle and Sauerkraut,,11,11,1901,1961,0.35,35.0
7365,"G. H. Mumm, Extra Dry",,41,41,1900,1917,0.25,7.0
7366,G. H. Mumm Selected Brut,,3,3,1907,1907,2.5,5.0
7367,White Seal Moet & Chandon,,1,1,1907,1907,2.5,5.0
7368,Brut Imperial Moet & Chandon,,2,2,1907,1907,2.5,5.0
7369,Pommery et Greno Sec,,4,4,1901,1907,0.0,5.0
7370,"Broiled bluefish, sauce verte",,3,3,1900,1900,0.0,0.0
7371,Brie cheese,,349,381,1882,1987,0.0,25.0
7372,Vve. Clicquot Sec,,3,3,1893,1907,2.5,5.0
7373,Vve. Clicquot Brut,,4,4,1900,1907,2.0,5.0
7375,Lamb chops with asparagus tips,,4,4,1900,1907,0.6,0.9
7376,Neufchatel cheese,,351,380,1882,1928,0.1,20.0
7377,Ayala Vintage of 1893,,2,2,1907,1907,0.0,0.0
7378,Heidsieck & Co. Vintage of 1892,,2,2,1907,1907,0.0,0.0
7379,"Rudesheimer, Henkel & Co.",,2,2,1900,1900,1.0,2.0
7380,"Sardines, Plate",,4,4,1900,1900,0.2,0.2
7381,Moet & Chandon Vintage of 1893,,2,2,1907,1907,0.0,0.0
7382,Pommery Greno Natural Vintage of 1893,,2,2,1907,1907,0.0,0.0
7383,"Sardines, Box",,9,9,1900,1921,0.25,0.65
7384,Perrier Jouet Vintage of 1892,,2,2,1907,1907,0.0,0.0
7385,Roederer White Label,,2,2,1907,1907,2.5,5.0
7386,Roederer Brown Label,,3,3,1907,1907,0.0,0.0
7387,Dry Monopole Red Top,,2,2,1907,1907,2.5,5.0
7388,St. Marceaux,,4,4,1882,1907,1.5,5.0
7389,"Corn muffins, each",,3,3,1900,1900,0.05,0.05
7390,Perrier Jouet,,38,40,1885,2012,1.0,5.0
7391,"French Rolls, each",,3,3,1900,1900,0.05,0.05
7392,Pol Roger,,14,14,1906,1968,2.0,450.0
7393,"Graham rolls, each",,3,3,1900,1900,0.0,0.0
7394,Sparkling Moselle Henkel,,2,2,1907,1907,0.0,0.0
7395,"Lamb Stew, Green Peas",,5,5,1892,1900,0.15,0.3
7396,Muscato Spumante,,2,2,1907,1907,2.25,4.0
7397,Cream of Rice,,10,10,1900,1958,0.1,2.0
7398,Steak Pot Pie and Tomates,,1,1,1900,1900,0.0,0.0
7399,"Turkey wings, Creole ",,3,3,1900,1901,0.4,0.6
7400,Sparkling Burgundy Chauvenet,,2,2,1907,1907,2.5,5.0
7401,Londonderry,,4,4,1900,1905,0.25,0.4
7402,Pol Roger Vintage of 1898,,2,2,1907,1907,0.0,0.0
7403,Clicquot Vintage of 1899,,2,2,1907,1907,0.0,0.0
7404,Irroy Extra Sec Vintage of 1893,,2,2,1907,1907,0.0,0.0
7405,G. H. Mumm Vintage of 1899,,2,2,1907,1907,0.0,0.0
7406,Potted Beef with Onions,,2,2,1900,1900,0.15,0.15
7407,"Clicquot, Bottled for England",,2,2,1907,1907,0.0,0.0
7408,Paul Masson Extra Dry,,4,4,1907,1953,1.4,7.0
7409,"Buffalo Lithia, 1/2 gals.",,1,1,1900,1900,0.6,0.6
7410,Glass cream,,21,22,1887,1941,0.1,0.2
7411,French vanilla ice cream,,133,150,1897,1984,0.0,20.0
7412,Ham or Bacon,,11,11,1900,1948,0.15,0.7
7413,Glass milk,,28,28,1894,1946,0.05,5.0
7414,Sparkling de Turk Burgundy,,3,3,1907,1907,0.0,0.0
7415,Gooseberry Tart,,9,10,1887,1915,0.0,0.15
7416,"Sparkling Burgundy, Cresta Blanca",,7,7,1907,1915,1.0,2.5
7417,"Poland, 1/2 gals.",,1,1,1900,1900,0.5,0.5
7418,"Large pot coffee, tea or chocolate",,1,1,1900,1900,0.0,0.0
7419,"Sauterne, Barton & Guestier",,23,24,1891,1941,0.0,2.0
7420,Neopolitan ice cream,,25,25,1887,1975,0.1,0.45
7421,Stewed Tomatos,,3,3,1900,1916,0.05,0.15
7422,"Haute Sauterne, Barton & Guestier",,2,2,1907,1914,1.25,3.0
7423,Hygeia Ginger Ale,,12,12,1899,1906,0.1,0.2
7425,Roman punch ice cream,,2,2,1900,1901,0.0,0.0
7426,Russian punch ice cream,,1,1,1901,1901,0.0,0.0
7427,All Broiled Fish,,2,2,1900,1900,0.25,0.25
7428,"Coffee, large pot",,35,35,1894,1917,0.15,25.0
7429,All Boiled or Fried Fish,,2,2,1900,1900,0.0,0.0
7430,"Coffee, small pot",,23,23,1894,1917,0.1,15.0
7431,"Queen pudding, Madeira sauce",,12,12,1892,1901,0.0,0.0
7432,Fried Little Neck Clams,,13,14,1900,1938,0.2,0.95
7433,Iced tea or iced coffee,,8,9,1901,1972,0.15,2.75
7434,German apple cake,,23,23,1892,1933,0.05,0.3
7435,Fried Soft Clams,,17,17,1898,1941,0.1,0.9
7436,"Tea, large pot",,23,23,1898,1917,0.25,25.0
7437,Soft Shell Crabs on Toast,,30,32,1900,1958,0.2,25.0
7438,"Tea, small pot",,23,23,1900,1917,0.1,15.0
7439,Broiled Oysters on Toast,,30,30,1898,1969,0.2,2.5
7440,French aparagus,,1,1,1900,1900,1.0,1.0
7441,"boiled rock, lobster sauce",,3,3,1900,1900,0.0,0.0
7442,Bread Pudding,,127,131,1889,1987,0.05,5.0
7443,Cabinet,,19,19,1865,1914,0.05,4.0
7444,"boiled tongue, tartar sauce",,5,5,1897,1900,0.0,0.0
7446,"Sparkling Burgundy, Alta Vista",,3,3,1907,1907,1.25,2.5
7447,Cottage,,53,70,1900,1969,0.05,30.0
7448,stewed diamond back terrapin,,3,3,1900,1900,0.0,0.0
7449,English Plum,,2,2,1900,1900,0.0,0.0
7450,Clos de Vougeot J. Calvet & Co.,,1,1,1907,1907,2.5,5.0
7451,Macedoine de fruits a la gelee,,3,3,1896,1900,0.5,0.5
7452,Apple Fritters,,134,135,1854,1945,0.0,10.0
7453,"Marcobrunner Auslese, Vintage of 1865",,3,3,1907,1907,0.0,0.0
7454,Swiss meringue,,41,41,1880,1913,0.15,0.3
7455,"Pies, all kinds",,7,7,1900,1900,0.05,0.1
7456,welsh rabbit on toast,,1,1,1900,1900,0.0,0.0
7457,"Cantrell & Cochrane, Ginger Ale",,5,5,1900,1900,0.25,0.25
7458,"Dom Scharzhofberger, Vintage of 1884",,3,3,1907,1907,8.0,8.0
7459,"Pies, Home Made",,2,2,1900,1900,0.1,0.1
7460,"Sparkling Sauterne, Mont Rouge",,3,3,1907,1907,1.25,2.5
7461,braised sweet breads with peas,,3,3,1900,1900,0.0,0.0
7462,Chevalier Gold Monogram,,3,3,1907,1907,0.75,1.5
7463,"Club Soda, Hygeia",,4,4,1900,1900,0.15,0.15
7464,Steinberger Cabinet Auslese 1857,,3,3,1907,1907,0.0,0.0
7465,Buttered  Toast,,1,1,1900,1900,0.1,0.1
7466,"Pommard, F. Chauvenet & Co.",,2,2,1907,1907,1.5,3.0
7467,Wheat or Buckwheat Cakes,,2,2,1900,1914,0.1,0.15
7468,"roast new jersey capon filled, cranberry sauce",,3,3,1900,1900,0.0,0.0
7469,"Berncastler Doctor, Valckenberg",,3,3,1907,1907,1.5,3.0
7470,Butter Cakes,,93,100,1889,1940,0.05,5.0
7471,"Club Soda, Delatour's",,5,5,1900,1900,0.2,0.2
7473,"Chateau Lafitte, Alta Vista",,3,3,1907,1907,0.75,1.5
7474,"Coffee, Tea or Milk",,20,25,1900,1976,0.05,5.0
7475,Cht. Chevalier Burgundy,,3,3,1907,1907,0.7,1.25
7476,cole slaw,,186,199,1880,1987,0.0,1.5
7477,Chocolate or Cocoa,,39,39,1900,1985,0.0,0.55
7478,german relish,,6,6,1900,1900,0.0,0.0
7479,Fruit cakes,,8,8,1892,1955,0.15,0.25
7480,"sweet potatoes, browned",,9,9,1897,1900,0.25,0.25
7481,"Bass Ale, White Label",,80,81,1898,1928,0.15,40.0
7483,"new potatoes, cream dressing",,6,6,1897,1900,0.0,0.0
7484,"Sirloin Steak, French Fried Potatoes.",,2,2,1900,1900,0.25,0.25
7485,"cauliflower, cream dressing",,4,4,1900,1900,0.0,0.0
7486,Napa-Sonoma Zinfandel,,3,3,1907,1907,0.5,1.0
7487,cherry sherbet,,10,10,1897,1969,0.25,0.25
7488,"Riesling, Napa-Sonoma",,3,3,1907,1907,0.0,0.0
7489,cocoanut pie,,198,201,1881,1935,0.05,15.0
7490,Large Prime Rib of Beef,,1,1,1906,1906,0.3,0.3
7491,"Bone Sirloin, French Fried Potatoes",,2,2,1900,1900,0.3,0.3
7492,Cresta Blanca Sauterne,,15,17,1907,1961,0.4,3.25
7493,Two Fried Eggs with Coffee or Tea,,2,2,1906,1906,0.1,0.1
7494,"Tenderloin, French Fried Potatoes",,2,2,1900,1900,0.3,0.3
7495,"american, canadian and edam cheese",,3,3,1900,1900,0.0,0.0
7496,Schwepps' Soda or Sarsaparilla,,1,1,1907,1907,0.0,0.0
7497,"Porterhouse, French Fried Potatoes",,2,2,1900,1900,0.5,0.5
7498,"lettuce, plain or dressed",,6,6,1900,1900,0.0,0.0
7499,Two Boiled Eggs with Coffee or Tea,,2,2,1906,1906,0.1,0.1
7500,Chablis Mouton White,,2,2,1907,1907,0.0,0.0
7501,"Family Porterhouse, French Fried Potatoes",,2,2,1900,1900,1.0,1.0
7502,Cht. Yquem Cresta Blanca,,3,3,1907,1907,1.0,2.0
7503,Two Scrambled Eggs with Coffee or Tea,,2,2,1906,1906,0.1,0.1
7504,broiled squabs on toast,,10,10,1900,1901,0.0,0.0
7505,Retour de L'Europe,,3,3,1907,1907,0.75,1.5
7506,"Rolls, Butter and Coffee",,2,2,1906,1906,0.05,0.05
7507,BROILED--STEAK,,2,2,1900,1900,0.0,0.0
7508,Blanco's Red Seal,,3,3,1907,1907,0.0,0.0
7509,Wiltshire,,5,5,1900,1900,0.0,0.0
7510,"Graves, Barton & Guestier",,2,2,1907,1907,0.0,0.0
7511,Fried Ham or Bacon,,3,3,1900,1900,0.15,0.35
7512,Sweet Pickled Peaches,,10,10,1900,1915,0.25,25.0
7513,Cht. Yquem Lur Saluces,,2,2,1907,1907,5.0,5.0
7514,Eggs--Boiled,,6,6,1900,1901,,
7515,Mott's New York Cider,,3,3,1907,1907,0.0,0.0
7516,OMELETTE,,56,57,1899,1987,0.0,28.0
7517,"Moet & Chandon, Brut Imperial",,75,78,1899,1976,0.0,20.0
7518,CREAMED,,13,13,1933,1972,0.5,1.25
7521,Belfast Ginger Ale,,63,63,1880,1907,0.0,0.4
7523,"welcome pudding, yellow sauce",,4,4,1900,1900,0.0,0.0
7524,"Liebfraumilch, Deinhard",,5,5,1907,1964,1.5,4.51
7525,"Pork Tenderloin, 15; with tomato sauce...",,1,1,1900,1900,0.0,0.0
7528,"cream jelly, decorated",,3,3,1900,1900,0.0,0.0
7529,Ham and Veal Croquettes,,2,2,1900,1900,0.15,0.15
7530,lemon jelly,,49,50,1882,1933,0.2,0.35
7531,Beef Croquettes,,6,6,1900,1901,0.15,0.5
7532,"Lamb Fries on Toast, with Tomato Sauce",,2,2,1900,1900,0.25,0.25
7533,Wine Cake,,35,35,1889,1908,0.05,10.0
7534,crystallized ginger,,30,30,1896,1973,0.0,0.0
7535,Juliene Potatoes,,3,3,1900,1941,0.0,0.0
7537,German Potatoes,,19,20,1889,1921,0.05,0.2
7540,junket,,12,12,1897,1961,,
7541,Hash Brown Potatoes,,51,53,1900,1987,0.05,0.75
7545,DAIRY DISHES,,3,3,1906,1918,,
7547,bisque ice cream,,22,22,1892,1921,0.1,0.15
7548,"Lamb Chops, French Fried Potatoes",,1,1,1900,1900,0.0,0.0
7549,Layer Cake,,124,141,1900,1982,0.05,1.95
7550,Plain Omelet with Coffee or Tea,,2,2,1906,1906,0.1,0.1
7551,"Indian Fritters, Rum Sauce",,2,2,1900,1900,0.0,0.0
7552,Jelly Cake,,36,36,1854,1954,0.05,0.5
7555,Ham Omelet with Coffee or Tea,,2,2,1906,1906,0.0,0.0
7556,"Veal Cutlet, 15; Large Breaded",,1,1,1900,1900,0.15,0.25
7561,"Ham, Roll",,1,1,1906,1906,0.03,0.03
7564,Salmon Roll,,1,1,1906,1906,0.03,0.03
7566,"Corned Beef Hash, 1 Poached Egg",,2,2,1900,1900,0.15,0.15
7569,Ham Omelet,,200,202,1897,1987,0.0,50.0
7571,Chicken Liver Omelet,,19,20,1900,1958,0.0,4.0
7572,Wheat Cakes with Maple Syrup,,95,98,1899,1961,0.05,10.0
7573,"Plain Omelet, 3 Eggs",,2,2,1900,1900,0.2,0.2
7574,"Half and Half, per glass",,3,3,1906,1907,0.1,0.1
7575,"Scrambled Eggs, 3",,2,2,1900,1900,0.2,0.2
7576,Wheat Cakes with Coffee,,3,3,1900,1906,0.0,0.0
7577,2 Boiled or Fried Eggs,,2,2,1900,1900,0.1,0.1
7578,"Bananas, with Cream",,3,3,1906,1906,0.1,0.2
7579,Buttermilk and Vichy,,2,2,1906,1906,0.05,0.05
7584,Croquettes with Rum,,2,2,1900,1900,0.15,0.15
7585,Boiled Apple Dumpling,,10,10,1889,1907,0.0,0.0
7586,Ice Cold Glass of Milk,,2,2,1906,1906,0.02,0.03
7588,Anisette Punch,,8,8,1896,1916,0.2,0.2
7589,Roast Chicken and Apple Sauce,,9,9,1906,1914,0.3,0.45
7591,Roast Turkey and Cranberry Sauce,,4,4,1900,1906,0.0,0.0
7592,"Monopole Club, Dry",,6,6,1900,1900,1.75,4.0
7593,Preserves or Jams,,3,3,1900,1900,0.05,0.05
7594,Home Made Pies of all kinds,,2,2,1906,1906,0.05,0.05
7595,Roast Duck and Currant Jelly,,2,2,1906,1906,0.3,0.3
7596,"Boat, a la Brown",,1,1,1900,1900,0.3,0.3
7597,Tapioca Bread Pudding,,2,2,1906,1906,0.0,0.0
7598,Coffee or Tea,,36,61,1900,1985,0.1,1.25
7599,Bisque Glace,,17,17,1893,1962,0.1,10.0
7600,"Cup Corn Starch, with Cream",,4,4,1900,1900,0.05,0.1
7602,"Rice Custard Pudding, Cold, with Cream",,3,3,1900,1900,0.1,0.1
7603,Steak with Onions,,2,2,1906,1906,0.2,0.2
7605,Clam Cakes,,2,2,1906,1906,0.1,0.1
7606,"French Toast, Maple Syrup",,5,5,1906,1953,0.1,0.4
7609,Irroy,,9,9,1855,1900,1.0,4.0
7611,"Cabinet pudding, claret sauce",,3,3,1900,1900,0.0,0.0
7613,Charlotte ruse,,2,2,1887,1900,0.2,0.3
7614,Turkey Sandwich,,107,107,1884,1987,0.1,30.0
7615,Red Raven Splits,,60,60,1900,1919,0.15,0.25
7616,Fried Oyster Sandwich,,17,17,1906,1980,0.05,2.75
7617,Hunyadi Water,,42,42,1881,1914,0.1,1.25
7618,Celestin Vichy,,7,7,1900,1919,0.25,0.5
7619,Seasoned Broil,,3,3,1901,1906,0.35,0.6
7620,Hathorn,,58,58,1881,1918,0.25,25.0
7621,Steamed Oysters,,59,61,1887,1980,0.25,35.0
7622,Congress,,27,27,1881,1907,0.2,0.25
7623,Panned Oysters,,15,15,1899,1969,0.4,2.5
7624,Coffee with Pure Cream,,11,11,1900,1985,0.05,0.1
7625,Tea in Pot,,6,6,1900,1951,0.05,0.3
7626,Potomac Herring,,2,2,1900,1900,0.0,0.0
7627,Broiled Shad Roe with Bacon,,13,13,1900,1950,0.0,3.25
7628,CHICKEN AND LOBSTER SALAD IN A BOX,,2,2,1906,1906,0.0,0.0
7629,OYSTERS AND LITTLE NECK CLAMS IN A BOX,,2,2,1906,1906,0.25,0.25
7630,Calfs Liver,,7,7,1900,1900,0.25,0.25
7631,Lobster Patty,,10,13,1900,1943,0.2,1.25
7632,Choice Old Madeira,,5,5,1900,1900,4.0,4.0
7633,Frizzled Beef Cream Sauce,,2,2,1900,1900,0.0,0.0
7634,Live Broiled Lobster (whole),,2,2,1906,1906,0.7,0.7
7635,Kidneys with Mushrooms,,4,4,1896,1900,0.6,0.6
7636,Old London Port,,5,5,1900,1900,2.5,2.5
7637,Corned Beef Hash with Fried or Poached Egg,,3,3,1900,1900,0.0,0.0
7638,Wheat Cakes with Pure Maple Syrup,,11,11,1900,1914,0.1,0.75
7639,Plain Lobster (whole),,2,2,1906,1906,0.6,0.6
7640,Amontillado Sherry,,125,125,1882,1967,0.1,250.0
7642,"French Sardines, per box",,7,7,1906,1914,0.25,0.3
7643,"Boston Baked Beans and Brown Bread with Pork, Ham or Corned Beef",,1,1,1900,1900,0.0,0.0
7644,Fried Scallops and Bacon,,38,40,1900,1937,0.25,60.0
7645,Pemartin Sherry,,13,13,1898,1918,0.2,3.0
7646,"""Dutch Herring""",,2,2,1900,1900,0.0,0.0
7647,Savoyarde,,3,3,1900,1900,0.0,0.0
7648,"Table Sherry, Own Bottling",,5,5,1900,1900,0.75,1.5
7649,Veal a la Marengo,,4,4,1900,1900,,
7651,Fried Egg Sandwich (Two Eggs),,3,3,1900,1900,0.0,0.0
7652,"Bluefish, Fried or Broiled",,3,3,1900,1918,0.25,0.5
7653,Roast Potatoes,,137,144,1899,1989,0.0,0.2
7656,Ham and Egg Sandwich,,131,132,1900,1987,0.0,7.5
7657,German Sausage,,79,80,1900,1910,,
7658,Cold Ham (Swift's Premium),,3,3,1900,1900,0.15,0.15
7659,Potatoe Salad,,18,18,1893,1959,0.1,0.2
7660,Jumbo Squab,,74,74,1906,1940,0.75,125.0
7661,Stewed Prunes & Rice,,9,9,1899,1900,0.0,0.0
7662,Horton's Vanilla Ice Cream,,7,7,1900,1919,0.1,0.15
7663,"Fried Smelts, Tarter Sauce",,1,1,1900,1900,0.0,0.0
7664,Horton's Neapolitan Ice Cream,,5,5,1900,1906,0.1,0.15
7665,CONSOMMÉ PRESBOURG,,1,1,1900,1900,0.4,0.4
7666,BOILED OR MASHED POTATOES,,17,19,1898,1945,0.0,15.0
7667,Steamed Soft Clams,,28,29,1900,1959,0.2,1.5
7669,Puree Parmentier,,4,4,1900,1947,0.0,0.0
7671,Neufchatell,,1,1,1900,1900,0.0,0.0
7672,Hot Entrees,,1,1,1901,1901,,
7673,Sweets,,23,23,1894,1962,,
7674,Apple Fritter,,3,3,1900,1959,0.0,0.0
7677,Red Star Line,,2,2,1900,1901,0.0,0.0
7678,"Eggs Poached, on Toast, two",,1,1,1901,1901,0.0,0.0
7683,"Blue Points, doz. half shell",,1,1,1901,1901,0.0,0.0
7684,"Eggs Scrambled, two",,1,1,1901,1901,0.25,0.25
7686,"Saddle Rocks, half shell",,9,9,1889,1901,0.2,25.0
7687,"Eggs Shirred, two",,2,2,1901,1901,0.3,0.3
7688,"Saddle Rocks, doz. half shell",,1,1,1901,1901,0.0,0.0
7692,Cross & Blackwell's Chow Chow,,14,14,1906,1919,0.05,0.5
7696,Fried Bluefish,,32,35,1900,1915,0.15,0.3
7697,Fried Codfish Steak,,8,12,1900,1944,0.15,0.75
7698,Steak mit Hindernissen,,1,1,1901,1901,0.0,0.0
7699,"Chateaubriand, a la Bearnaise",,1,1,1901,1901,0.0,0.0
7700,Printanier,,5,5,1882,1913,0.25,0.4
7701,"Chateaubriand, a la Jardiniere",,2,2,1900,1901,1.5,1.5
7702,"Chateaubriand, with Mushrooms",,4,4,1900,1901,1.5,1.5
